Date,1Y_US,10Y_US,1Y_JP,10Y_JP,1Y_CH,10Y_CH,1Y_EU,10Y_EU,SCE,IXIC,DJI,N225,HSI,STOXX,LTC-USD,BNB-USD,SOL-USD,DOGE-USD,ADA-USD,XRP-USD,BTC-USD,ETH-USD,first_diff_1Y_US,first_diff_10Y_US,first_diff_1Y_JP,first_diff_10Y_JP,first_diff_1Y_CH,first_diff_10Y_CH,first_diff_1Y_EU,first_diff_10Y_EU,log_return_SCE,log_return_IXIC,log_return_DJI,log_return_N225,log_return_HSI,log_return_STOXX,log_return_LTC-USD,log_return_BNB-USD,log_return_SOL-USD,log_return_DOGE-USD,log_return_ADA-USD,log_return_XRP-USD,log_return_BTC-USD,log_return_ETH-USD
2019-01-15,2.57,2.72,-0.16,0.014,2.4345,3.1383,-0.639868,0.238859,2570.344971,7023.830078,24065.589844,20555.289063,26830.2890625,348.709991,31.507069,5.919048,,0.002111,0.04281,0.327179,3630.675293,122.032715,0.0,0.0001,-0.00012,0.0,8.5e-05,8.6e-05,-9.6e-05,-3.7e-05,0.013544795390408718,0.016929660935187378,0.0064929297429952085,0.009560864715760125,0.020025996193899307,0.0034471350622830564,-0.026656831032524295,-0.039784587156748194,,-0.03353830870162326,-0.028757924636581188,-0.019932726900464305,-0.02054856333864441,-0.05605585766189795
2019-01-16,2.57,2.73,-0.161,0.006,2.36,3.0745,-0.630611,0.258042,2570.422119,7034.689941,24207.160156,20442.75,26902.099609375,350.589996,31.823418,6.186014,,0.002138,0.044777,0.329701,3655.006836,123.547066,0.0,0.0001,-1e-05,-8e-05,-0.000745,-0.000638,9.3e-05,0.000192,3.001419774721671e-05,0.0015449514095960827,0.005865450709814587,-0.005489986752152296,0.0026728977215964823,0.005376832730571554,0.009990500506685608,0.04411531228156937,,0.012709043736669874,0.044922894575706196,0.007678761393630947,0.006679301410039112,0.012333020158346081
2019-01-17,2.57,2.75,-0.172,0.007,2.35,3.076,-0.623077,0.267209,2559.636963,7084.459961,24370.099609,20402.269531,26755.630859375,350.730011,31.888651,6.417832,,0.002094,0.045318,0.329353,3678.563965,123.74192,0.0,0.0002,-0.00011,1e-05,-0.0001,1.5e-05,7.5e-05,9.2e-05,-0.004204696950760948,0.007050031551237598,0.006708491374898659,-0.0019821502214233608,-0.005459385348976601,0.0003992899117741455,0.002047744605339948,0.0367894285308955,,-0.02079470015450847,0.012009689826804879,-0.0010560592374603108,0.006424485605704496,0.0015759217058468414
2019-01-18,2.6,2.79,-0.173,0.01,2.3498,3.091,-0.627832,0.281107,2596.006104,7157.22998,24706.349609,20666.070313,27090.810546875,357.049988,31.311487,6.56304,,0.002106,0.044316,0.324277,3657.839355,121.010262,0.0003,0.0004,-1e-05,3e-05,-2e-06,0.00015,-4.8e-05,0.000139,0.014108713041617515,0.010219384443383413,0.013703324797320601,0.012847093956276723,0.012449625562948322,0.017859066336386658,-0.018265151440898842,0.022373544280620633,,0.005714301263438635,-0.022358518900939397,-0.015532035083609608,-0.005649816190357264,-0.022322754469891886
2019-01-19,2.6,2.79,-0.173,0.01,2.3498,3.091,-0.627832,0.281107,2596.006104,7157.22998,24706.349609,20666.070313,27090.810546875,357.049988,32.550724,6.635449,,0.002153,0.04575,0.331001,3728.568359,124.51902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03881458408638224,0.010972426687155054,,0.022071804670442383,0.03184600606310371,0.02052330770816182,0.01915170908631322,0.02858312340284711
2019-01-20,2.6,2.79,-0.173,0.01,2.3498,3.091,-0.627832,0.281107,2596.006104,7157.22998,24706.349609,20666.070313,27090.810546875,357.049988,31.176407,6.493869,,0.002119,0.043477,0.321177,3601.013672,119.474831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0431379882455161,-0.0215678359236044,,-0.015917939096064045,-0.05095972908905105,-0.030129023487510974,-0.034808960633627414,-0.04135274537943093
2019-01-21,2.6,2.79,-0.174,0.004,2.4209,3.1037,-0.622438,0.288168,2610.509033,7157.22998,24706.349609,20719.330078,27196.5390625,356.359985,31.21287,6.553025,,0.002101,0.042937,0.32079,3576.032471,117.157852,0.0,0.0,-1e-05,-6e-05,0.000711,0.000127,5.4e-05,7.1e-05,0.005571083970352508,0.0,0.0,0.002573844587666075,0.003895148687988597,-0.0019343806262041951,0.0011688868954709418,0.009068274086331297,,-0.008530857423298534,-0.012498137550318183,-0.0012056695963494327,-0.00696144385534997,-0.019583542052245953
2019-01-22,2.59,2.74,-0.174,-0.001,2.3999,3.1071,-0.626595,0.26808,2579.704102,7020.359863,24404.480469,20622.910156,27005.44921875,355.089996,31.684425,6.523199,,0.002057,0.043578,0.319491,3604.577148,118.747551,-0.0001,-0.0005,0.0,-5e-05,-0.00021,3.4e-05,-4.2e-05,-0.000201,-0.011870530910202974,-0.01930855255625529,-0.012293538566897405,-0.004664483408484903,-0.007051056299456161,-0.003570146553799835,0.014994725461759431,-0.004561875312780347,,-0.021164811192043383,0.014818510769925013,-0.004057599029924086,0.007950530352079451,0.013477631655086728
2019-01-23,2.59,2.76,-0.175,0.004,2.4099,3.119,-0.622024,0.265246,2581.003906,7025.77002,24575.619141,20593.720703,27008.19921875,354.890015,32.001957,6.541402,,0.002043,0.0429,0.316492,3585.123047,117.452606,0.0,0.0002,-1e-05,5e-05,0.0001,0.000119,4.6e-05,-2.8e-05,0.0005037308933074764,0.0007703413413672211,0.0069881184321012105,-0.0014163922315614742,0.00010182611550701623,-0.0005633426355400309,0.009971821957298906,0.002786615799319286,,-0.006829294835334995,-0.015680609918114777,-0.00943113960327066,-0.005411671683208206,-0.010964920520250832
2019-01-24,2.58,2.72,-0.176,0.009,2.4004,3.1338,-0.610638,0.215953,2591.694092,7073.459961,24553.240234,20574.630859,27120.98046875,355.670013,32.776108,6.505792,,0.002039,0.043027,0.317598,3600.865479,117.362885,-0.0001,-0.0004,-1e-05,5e-05,-9.5e-05,0.000148,0.000114,-0.000493,0.004133317361140681,0.0067649258773066255,-0.0009110290298826368,-0.0009274039228642753,0.004167120723201226,0.0021954466408522434,0.02390277815335321,-0.005458658531851966,,-0.0019598242431669343,0.0029559996852319362,0.0034884673204534926,0.004381431205159669,-0.0007641830101084005
2019-01-25,2.6,2.76,-0.187,-0.001,2.3804,3.1398,-0.616687,0.224522,2601.7229,7164.859863,24737.199219,20773.560547,27569.189453125,357.839996,32.981812,6.737325,,0.002118,0.042691,0.317165,3599.765869,116.378342,0.0002,0.0004,-0.00011,-0.0001,-0.0002,6e-05,-6e-05,8.6e-05,0.0038621279520904073,0.012838756062237439,0.007464321323310766,0.00962224542848626,0.01639120961084813,0.0060825767347239485,0.0062564226783894,0.034970104820497554,,0.038012755586896624,-0.007839700434063332,-0.0013642889303924928,-0.0003054204431264169,-0.008424263320889086
2019-01-26,2.6,2.76,-0.187,-0.001,2.3804,3.1398,-0.616687,0.224522,2601.7229,7164.859863,24737.199219,20773.560547,27569.189453125,357.839996,33.150524,7.006565,,0.002083,0.042649,0.314235,3602.460449,116.488739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005102265433601126,0.03918460481312854,,-0.01666308490037975,-0.00098429818118002,-0.00928102955932339,0.000748263108308646,0.0009481546966317105
2019-01-27,2.6,2.76,-0.187,-0.001,2.3804,3.1398,-0.616687,0.224522,2601.7229,7164.859863,24737.199219,20773.560547,27569.189453125,357.839996,32.592834,7.088199,,0.002027,0.041168,0.309439,3583.96582,113.405289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016966075186428276,0.011583721844495257,,-0.027252294808972014,-0.03534257146457136,-0.015380133018770779,-0.005147111829675306,-0.026826576971908014
2019-01-28,2.6,2.75,-0.178,0.001,2.3961,3.1397,-0.612966,0.228987,2596.977051,7085.680176,24528.220703,20649.0,27576.9609375,354.380005,31.199259,6.206182,,0.001944,0.038772,0.294863,3470.450439,106.589973,0.0,-0.0001,9e-05,2e-05,0.000157,-1e-06,3.7e-05,4.5e-05,-0.0018257835086015984,-0.011112631747350518,-0.008483831854964692,-0.00601415850696888,0.00028185047809862015,-0.009716150107340855,-0.043698103725273676,-0.13288539647499195,,-0.04180916143161578,-0.0599629189090269,-0.04825013892551535,-0.03218556319252209,-0.06197858502372218
2019-01-29,2.6,2.72,-0.179,0.006,2.3877,3.1246,-0.602972,0.226802,2594.253906,7028.290039,24579.960938,20664.640625,27531.6796875,357.230011,31.097111,6.18167,,0.001927,0.038251,0.289558,3448.116943,105.598213,0.0,-0.0003,-1e-05,5e-05,-8.4e-05,-0.000151,0.0001,-2.2e-05,-0.0010491327672885846,-0.008132432253116901,0.0021071948671726654,0.0007571652127779866,-0.0016433452060125658,0.008010064991234828,-0.003279423553792421,-0.003957430552240697,,-0.008783316606017996,-0.013528632908709919,-0.018155219320202774,-0.006456126634728354,-0.00934799661345719
2019-01-30,2.57,2.7,-0.179,0.007,2.3803,3.1151,-0.599895,0.215259,2575.575928,7183.080078,25014.859375,20556.539063,27642.849609375,358.51001,31.930954,6.174529,,0.001961,0.039656,0.320461,3486.181641,108.907539,-0.0003,-0.0002,0.0,1e-05,-7.4e-05,-9.5e-05,3.1e-05,-0.000115,-0.007225792673134816,0.021784832757366895,0.017538508338910734,-0.005244964391499327,0.004029760606283223,0.0035767187163520528,0.026460963158561713,-0.0011558572009136225,,0.017490157781980018,0.036072556996621,0.10140496171939692,0.01097878318274514,0.03085780741236851
2019-01-31,2.55,2.63,-0.18,0.006,2.3873,3.1037,-0.601981,0.187607,2584.572021,7281.740234,24999.669922,20773.490234,27942.470703125,358.670013,31.652176,6.268436,,0.001925,0.038374,0.310036,3457.792725,107.061012,-0.0002,-0.0007,-1e-05,-1e-05,7e-05,-0.000114,-2.1e-05,-0.000277,0.003486761311140803,0.013641605476941661,-0.0006074016363043351,0.010498572944839708,0.010780687921591174,0.00044620038908868277,-0.008768985936570196,0.015094277441480357,,-0.018528579474461678,-0.03286211378236534,-0.03307216432013001,-0.008176606844941203,-0.01710037862892323
2019-02-01,2.56,2.7,-0.191,-0.019,2.351,3.1032,-0.603776,0.187606,2618.231934,7263.870117,25063.890625,20788.390625,27930.740234375,359.709991,32.82708,6.562617,,0.001916,0.038678,0.308517,3487.945313,107.609787,0.0001,0.0007,-0.00011,-0.00025,-0.000363,-5e-06,-1.8e-05,-0.0,0.01293932384107686,-0.0024571160040117806,0.002565568150731453,0.0007170220081682006,-0.0004198960011614658,0.0028953443044687837,0.03644688631633214,0.04586257458747501,,-0.00468628819107879,0.007890816004199325,-0.004911472593337038,0.008682382564032733,0.0051127232764579525
