Date,1Y_US,10Y_US,1Y_JP,10Y_JP,1Y_CH,10Y_CH,1Y_EU,10Y_EU,^HSI,^DJI,^STOXX,^IXIC,^N225,LTC-USD,BNB-USD,DOGE-USD,GC=F,ADA-USD,XRP-USD,ETH-USD,BTC-USD,first_diff_1Y_US,first_diff_10Y_US,first_diff_1Y_JP,first_diff_10Y_JP,first_diff_1Y_CH,first_diff_10Y_CH,first_diff_1Y_EU,first_diff_10Y_EU,log_return_^HSI,log_return_^DJI,log_return_^STOXX,log_return_^IXIC,log_return_^N225,log_return_LTC-USD,log_return_BNB-USD,log_return_DOGE-USD,log_return_GC=F,log_return_ADA-USD,log_return_XRP-USD,log_return_ETH-USD,log_return_BTC-USD
2019-01-05,2.57,2.67,-0.173,-0.023,2.4525,3.1513,-0.659218,0.274661,25626.029296875,23433.16015625,343.3800048828125,6738.85986328125,19561.9609375,34.936866760253906,6.065543174743652,0.0023189999628812,1282.699951171875,0.0447009988129138,0.3552750051021576,155.6385955810547,3845.194580078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07525559477166269,6.682420935096707e-05,0.0017263839196577247,0.0,0.02008811057516635,-0.004134699183402454,0.006812314789194003,-0.003251487248933267
2019-01-06,2.57,2.67,-0.173,-0.023,2.4525,3.1513,-0.659218,0.274661,25626.029296875,23433.16015625,343.3800048828125,6738.85986328125,19561.9609375,39.29885482788086,6.395978927612305,0.0023280000314116,1282.699951171875,0.0492610000073909,0.3683950006961822,157.74620056152344,4076.632568359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11765275339004816,0.05304540305821308,0.0038735010951342526,0.0,0.09713684690518934,0.03626358213561859,0.013450791376217247,0.058447089054905726
2019-01-07,2.58,2.7,-0.162,0.0,2.4026,3.1507,-0.643783,0.288875,25835.69921875,23531.349609375,342.8800048828125,6823.47021484375,20038.970703125,37.8062744140625,6.29141092300415,0.002284999936819,1286.800048828125,0.0479959994554519,0.3643470108509063,151.69921875,4025.248291015625,0.0001,0.0003,0.00011,0.00023,-0.000499,-6e-06,0.0001543,0.0001421,0.008148621824246766,0.004181438140437605,-0.0014571739030630655,0.01247742073715234,0.024092000767916434,-0.03872030057021256,-0.016484142705079776,-0.018643546666307114,0.0031913610711298765,-0.02601503032654099,-0.011048993951596763,-0.03908767956864358,-0.012684700557385667
2019-01-08,2.6,2.73,-0.146,0.014,2.3528,3.1211,-0.644449,0.310582,25875.44921875,23787.44921875,345.8500061035156,6897.0,20204.0390625,39.47971725463867,6.640054225921631,0.0022760001011192,1283.199951171875,0.0485250018537044,0.3653149902820587,150.35963439941406,4030.847900390625,0.0002,0.0003,0.00016,0.00014,-0.000498,-0.000296,-6.7e-06,0.0002171,0.0015373863868957788,0.010824539773874308,0.008624626728609143,0.010718362847466868,0.008203625230139172,0.043311974162251986,0.05393477236797269,-0.003946436003285006,-0.0028016342498520465,0.010961504499646255,0.002653228474279969,-0.008869749182799697,0.0013901547706836324
2019-01-09,2.59,2.74,-0.144,0.029,2.3777,3.1106,-0.634994,0.301113,26462.3203125,23879.119140625,347.70001220703125,6957.080078125,20427.060546875,38.98553466796875,6.641550064086914,0.0022660000249743,1289.300048828125,0.0521689988672733,0.3708899915218353,150.80311584472656,4035.29638671875,-0.0001,0.0001,2e-05,0.00015,0.000249,-0.000105,9.46e-05,-9.47e-05,0.022427233622738605,0.0038463031027507247,0.005334901427293619,0.008673322865231559,0.010977981217379657,-0.012596381425524265,0.0002252496217996174,-0.004403387065424846,0.0047425532281951755,0.0724092597775854,0.015145531330594665,0.0029451302693207656,0.0011030020343775215
2019-01-10,2.59,2.74,-0.147,0.024,2.3627,3.1006,-0.637779,0.267474,26521.4296875,24001.919921875,348.8800048828125,6986.06982421875,20163.80078125,33.86600875854492,5.915918827056885,0.0021319999359548,1284.699951171875,0.0445289984345436,0.3326520025730133,128.62518310546875,3678.924560546875,0.0,0.0,-3e-05,-5e-05,-0.00015,-0.0001,-2.79e-05,-0.0003364,0.0022312274809688205,0.00512942295760655,0.003387963408433306,0.004158283898455209,-0.012971562976153976,-0.1407788515108433,-0.11569855579352377,-0.06095569736349445,-0.0035742832584524176,-0.15834779987882439,-0.10880859359803229,-0.15907249974701015,-0.0924592824929815
2019-01-11,2.58,2.71,-0.148,0.014,2.4065,3.1058,-0.635164,0.248701,26667.26953125,23995.94921875,349.20001220703125,6971.47998046875,20359.69921875,32.32762908935547,6.075342178344727,0.0021289999131113,1287.0999755859375,0.0441469997167587,0.3329040110111236,127.54832458496094,3687.365478515625,-0.0001,-0.0003,-1e-05,-0.0001,0.000438,5.2e-05,2.62e-05,-0.0001877,0.0054838795224537015,-0.0002487903426839478,0.0009168213923906872,-0.002090603188675801,0.009668462177884465,-0.04648956551205097,0.026591489456100355,-0.0014081311642710882,0.0018664166569111902,-0.008615658999343391,0.0007572869751314116,-0.008407308571134387,0.002291770109090111
2019-01-12,2.58,2.71,-0.148,0.014,2.4065,3.1058,-0.635164,0.248701,26667.26953125,23995.94921875,349.20001220703125,6971.47998046875,20359.69921875,32.38442611694336,5.976964950561523,0.0021480000577867,1287.0999755859375,0.0437039993703365,0.3287999927997589,125.9665298461914,3661.301025390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017553774792383266,-0.01632540752085672,0.008884858449814258,0.0,-0.01008535146954938,-0.01240455192158966,-0.012479073619950824,-0.0070936849314874395
2019-01-13,2.58,2.71,-0.148,0.014,2.4065,3.1058,-0.635164,0.248701,26667.26953125,23995.94921875,349.20001220703125,6971.47998046875,20359.69921875,30.332897186279297,5.568757057189941,0.0020940001122653,1287.0999755859375,0.0402409993112087,0.3178629875183105,116.8978042602539,3552.953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0654447925627861,-0.0707410262524099,-0.025461037487988662,0.0,-0.0825532574252767,-0.03382920820945,-0.07471615028126666,-0.030039431790895278
2019-01-14,2.57,2.71,-0.148,0.014,2.426,3.1297,-0.630235,0.242607,26298.330078125,23909.83984375,347.510009765625,6905.919921875,20359.69921875,32.35824203491211,6.159282207489014,0.0021830000914633,1289.0999755859375,0.0440590009093284,0.3337660133838653,129.0687255859375,3706.05224609375,-0.0001,0.0,0.0,0.0,0.000195,0.000239,4.93e-05,-6.09e-05,-0.01393151113261215,-0.003594950398376947,-0.0048513892516569785,-0.009448534565961127,0.0,0.06463592619362618,0.10078836647704593,0.04162395340460061,0.0015526748231558635,0.0906433061716326,0.04881975566579176,0.09904493373611378,0.04218810159294485
2019-01-15,2.57,2.72,-0.16,0.014,2.4345,3.1383,-0.639868,0.238859,26830.2890625,24065.58984375,348.7099914550781,7023.830078125,20555.2890625,31.507068634033203,5.919047832489014,0.002111000008881,1286.199951171875,0.0428100004792213,0.3271790146827698,122.03271484375,3630.67529296875,0.0,0.0001,-0.00012,0.0,8.5e-05,8.6e-05,-9.63e-05,-3.75e-05,0.020025996193899307,0.006492929743062935,0.003447137041757326,0.01692966097108439,0.009560864703714462,-0.026656843726836264,-0.03978464914428171,-0.033538346392595876,-0.0022521847725428135,-0.028757934081316744,-0.019932722123140262,-0.05605585573421466,-0.020548563372547957
2019-01-16,2.57,2.73,-0.161,0.006,2.36,3.0745,-0.630611,0.258042,26902.099609375,24207.16015625,350.5899963378906,7034.68994140625,20442.75,31.82341766357422,6.186014175415039,0.0021379999816417,1291.5999755859375,0.0447769984602928,0.3297010064125061,123.54706573486328,3655.0068359375,0.0,0.0001,-1e-05,-8e-05,-0.000745,-0.000638,9.26e-05,0.0001918,0.0026728977215964823,0.005865450730530056,0.0053768323893153775,0.0015449514495489678,-0.005489986727827582,0.00999050155043074,0.044115368938610434,0.01270903094298918,0.004189644244261605,0.04492284899544395,0.007678735966219819,0.012333019292702115,0.006679301401546422
2019-01-17,2.57,2.75,-0.172,0.007,2.35,3.076,-0.623077,0.267209,26755.630859375,24370.099609375,350.7300109863281,7084.4599609375,20402.26953125,31.88865089416504,6.417831897735596,0.0020940001122653,1291.0,0.0453180000185966,0.329353004693985,123.7419204711914,3678.56396484375,0.0,0.0002,-0.00011,1e-05,-0.0001,1.5e-05,7.53e-05,9.17e-05,-0.005459385348976601,0.006708491379958746,0.000399288909015727,0.0070500314846657745,-0.001982150209169879,0.0020477518580907642,0.0367893842397643,-0.02079463795499381,-0.0004646291352922488,0.01200972462328131,-0.0010560644347795117,0.0015759276597410881,0.006424485580328479
2019-01-18,2.6,2.79,-0.173,0.01,2.3498,3.091,-0.627832,0.281107,27090.810546875,24706.349609375,357.04998779296875,7157.22998046875,20666.0703125,31.311487197875977,6.563039779663086,0.0021059999708086,1281.300048828125,0.0443160012364387,0.3242770135402679,121.01026153564452,3657.83935546875,0.0003,0.0004,-1e-05,3e-05,-2e-06,0.00015,-4.75e-05,0.000139,0.012449625562948322,0.013703324797111215,0.01785906579552951,0.010219384517698674,0.012847093919829078,-0.01826514180241081,0.022373526642649768,0.005714233789530261,-0.007541886222843759,-0.02235849141079454,-0.01553200758049798,-0.022322762115071032,-0.005649816019732142
